Gene.names	p-value	log2
DEK	0,416786055	13,28771238
MSH2	0,677184322	1,379869339
BRCC3	0,081978029	13,28771238
RABGGTB	0,213426205	1,622102891
RBX1	0,512006727	0,077926945
OCRL	0,937746247	0,211499236
NOTCH2	1	0
CYP4F3	0,361277499	13,28771238
URB2	0,440250465	0,475818558
USP10	0,049349192	13,28771238
PLCB4	0,724974076	1,280026207
GPAT3	0,210004446	13,28771238
MTUS2	0,25082175	13,28771238
ABCC10	0,158835563	3,124754737
SLC39A4	1	0
WDR82	0,111504043	13,28771238
TRMT10C	1	0
SDK1	0,842398534	1,08184287
SERINC5	0,566982425	0,452087772
RHOT1	0,250821776	13,28771238
LPCAT1	1	0
SPATA20	0,034785993	13,28771238
MAPK15	0,003963059	13,28771238
BICD2	0,698267273	0,726939391
UBLCP1	0,031683594	13,28771238
AP3S1	0,41678608	13,28771238
TMEM143	0,111001991	13,28771238
CLDN23	0,234187787	0,721063055
C1GALT1C1	0,250821788	13,28771238
FUBP3	0,513628151	0,979622922
ADPGK	0,111001977	13,28771238
PELO	0,583729752	0,255645658
WDR11	0,355609428	1,224103974
SLC19A3	0,353840462	13,28771238
RNF39	0,050498501	13,28771238
ALG2	0,10437129	13,28771238
UBE2Z	0,468122609	0,119094485
COG4	0,363748895	0,795879881
TRIM36	0,149160403	13,28771238
AAAS	0,142599655	13,28771238
FAM114A2	0,564201458	1,156507493
DIAPH3	0,416786109	13,28771238
UFSP2	0,517012898	1,412895483
IMPAD1	0,221882143	13,28771238
CISD1	0,250821753	13,28771238
COMMD3	0,374490053	13,28771238
DNAJB11	0,126528855	13,28771238
PCTP	0,513628068	1,551193716
PADI1	0,566478396	2,53510354
SLC35A3	0,584200366	1,452153421
GOSR2	1	0
PRODH	0,380999701	13,28771238
FIBP	0,126528855	13,28771238
TGOLN2	0,416786058	13,28771238
RSL1D1	1	0
VAMP5	0,034887097	13,28771238
SFT2D2	0,51362811	0,633188424
IGKV1-5	0,416786056	13,28771238
INSR	0,416786048	13,28771238
CDK1	1	0
HLA-DRB4	0,110995089	13,28771238
RRM1	0,250821744	13,28771238
RPA1	1	0
MCM4	1	0
DCAF7	0,368702252	13,28771238
UBE2G1	0,903234812	1,39415938
RAB11A	0,25082172	13,28771238
MRPS5	1	0
SPOCK1	1	0
RIPK1	0,104371276	13,28771238
SART3	0,416786104	13,28771238
PRKD1	0,207376965	13,28771238
PUM3	0,416786073	13,28771238
MAPRE2	0,041196661	13,28771238
ZYX	0,78129721	0,262531056
CYP51A1	0,416786076	13,28771238
ARHGAP29	0,539156553	2,17967583
CLEC12A	0,416786072	13,28771238
RARS2	0,159592578	13,28771238
C10orf76	0,015365724	13,28771238
TMEM214	0,250821776	13,28771238
IRGC	0,150933216	13,28771238
KCP	0,039340856	13,28771238
HIST2H3A	1	0
DHX32	0,049647313	13,28771238
BNIPL	0,050370155	13,28771238
C4orf19	0,578308144	0,272833471
NAT8L	0,019600932	13,28771238
MOSPD2	0,134135228	13,28771238
THOC2	0,416786052	13,28771238
TBC1D22A	0,040646977	13,28771238
RAB2B	1	0
OSCP1	0,111001977	13,28771238
NUDCD2	0,215242794	0,551856828
GBF1	0,586105971	0,362145442
CD101	1	0
VPS39	0,159592575	13,28771238
PIK3R4	0,159592577	13,28771238
DCTN5	0,159592574	13,28771238
TMEM120A	0,135412391	13,28771238
SPATC1L	0,018105544	2,523270576
TUBB1	1	0
NARFL	0,165848445	3,198748944
VSIR	0,416786072	13,28771238
RMND5A	0,079956418	13,28771238
UGT1A10	1	0
GINM1	0,250821755	13,28771238
DDX18	1	0
SMPD4	0,925212484	2,435025705
CACNA2D2	0,415109755	2,833029822
DNAH2	0,687402054	0,827437104
SERPINA10	0,034764717	13,28771238
NDRG4	0,077177965	13,28771238
ATG4B	0,842399765	0,849371316
IGLC7	0,220756133	13,28771238
TARM1	0,053745849	13,28771238
RNF223	0,889523943	0,157610548
TOR1A	0,416786067	13,28771238
APAF1	0,213441226	13,28771238
APOL1	1	0
TPD52L2	0,069414655	13,28771238
ABCB7	0,024206143	13,28771238
TIPRL	0,41678608	13,28771238
MTA2	0,111001985	13,28771238
PCNT	0,111001994	13,28771238
IL18BP	1	0
PRL	0,221700242	13,28771238
IGKV1D-16	0,250821803	13,28771238
STATH	0,134933404	13,28771238
CELA3A	0,127911264	13,28771238
NR2F1	0,250821807	13,28771238
MYH7	0,221818522	1,356677008
NCK1	0,513628169	1,209341637
TMEM11	1	0
KLK2	0,250821787	13,28771238
CA6	0,150365961	13,28771238
PIK3R1	1	0
HSPA13	0,980764297	3,545642958
FMO5	0,205834572	13,28771238
FXR1	0,677184459	0,225466267
NUP98	0,250821776	13,28771238
INHBC	0,159592575	13,28771238
SELENOT	0,416786141	13,28771238
CYCS	0,382772826	13,28771238
COL14A1	0,563263138	1,253609827
MSLN	0,111001984	13,28771238
NID2	0,005886844	13,28771238
RFTN1	0,898627056	0,420170319
ADIPOQ	0,591621161	0,310692256
PPP6R3	0,250821763	13,28771238
PCID2	0,41678605	13,28771238
EFHC1	0,15042393	13,28771238
ARMC12	0,150933216	13,28771238
TBC1D9B	0,67718423	0,983617909
CTR9	1	0
GLB1L	0,15042393	13,28771238
CLEC4G	0,159592562	13,28771238
PRICKLE2	0,069414672	13,28771238
FILIP1	0,416786073	13,28771238
PRUNE1	0,113412214	13,28771238
CADPS2	0,512231908	2,350269484
FAM83A	0,080443055	13,28771238
SERPINA12	0,416786035	13,28771238
ATAD1	0,110995089	13,28771238
DAGLB	0,028369507	13,28771238
DOCK8	0,575800016	1,543187824
COQ8A	0,416786072	13,28771238
PIWIL2	0,43380499	0,010341335
SLC2A12	0,13007951	13,28771238
OVCA2	0,159592576	13,28771238
SLC39A7	0,033601553	13,28771238
SPOCK2	0,41678613	13,28771238
TSC1	0,515334872	1,14173575
TTC9	0,889523689	0,864539923
HDAC11	0,139669474	13,28771238
RBM14	1	0
NUDCD1	0,111001977	13,28771238
MTR	0,782925944	0,522516707
MENT	0,146189035	13,28771238
TKTL2	0,15042393	13,28771238
DPAGT1	1	0
AGPAT3	0,25082176	13,28771238
CLEC5A	0,934631745	0,672484973
PLAC8	0,044287922	13,28771238
PFDN2	0,104371303	13,28771238
CPA4	0,513628094	2,783536626
LRCH1	0,16584845	3,463390103
IFT52	0,416786076	13,28771238
IGLV4-60	0,051856732	3,389132282
IGLV9-49	0,375037547	13,28771238
KRT36	0,416786076	13,28771238
KRT13	0,416786067	13,28771238
OGT	0,111001973	13,28771238
CALU	0,41678613	13,28771238
LEFTY1	0,15042393	13,28771238
DHRS3	0,129596809	13,28771238
TNFAIP8	0,250821756	13,28771238
CDS2	0,250821756	13,28771238
IGKV1D-39	1	0
FES	0,382772826	13,28771238
IGHV1-8	1	0
FCGR2A	1	0
ACP5	0,111001977	13,28771238
NME1	0,842399128	1,865713115
SRM	1	0
SLC9A1	0,024206145	13,28771238
CRHBP	0,559847019	3,003799187
IGFBP5	0,416786067	13,28771238
U2AF2	0,220077863	13,28771238
PRKAR2B	0,165848476	1,606933349
PTGS2	1	0
CPOX	0,070821312	13,28771238
GMPR	0,112640137	13,28771238
NAA10	0,41678608	13,28771238
CASP3	0,051261574	13,28771238
FNTB	0,159592575	13,28771238
HARS2	0,416786076	13,28771238
CASP7	0,135501388	13,28771238
USP46	1	0
RPL38	0,027861946	13,28771238
DHODH	0,110995089	13,28771238
SSRP1	1	0
MALL	1	0
SEMA3F	0,146189035	13,28771238
OS9	0,642836035	4,82862642
PDK2	0,416786076	13,28771238
ADRM1	0,081498123	13,28771238
PDS5A	0,416786048	13,28771238
RABL6	0,104371298	13,28771238
KLHL22	0,643574837	0,512346486
ASPRV1	1	0
CCDC178	1	0
EARS2	1	0
TANGO2	1	0
CES5A	0,149839732	13,28771238
BRWD3	0,250821774	13,28771238
CYP20A1	0,221857524	13,28771238
KIAA1324	0,909909748	0,230530145
RASGRP2	0,208104889	13,28771238
C6orf120	1	0
PATL1	0,250821827	13,28771238
GCNT2	0,13549043	13,28771238
FAM98A	0,250821772	13,28771238
LFNG	0,165848433	2,580384262
TSTD1	0,399809033	0,162405087
NEK7	0,416786072	13,28771238
DCAKD	0,211456011	13,28771238
CPT1B	0,645690272	3,814552723
ARHGEF2	0,221820617	13,28771238
TEKT1	0,639152121	4,203802939
PNPLA2	0,133319508	13,28771238
C18orf25	0,842399567	0,263424577
ERGIC2	0,025807942	13,28771238
TEP1	0,842399421	1,16081865
AIFM2	0,250821772	13,28771238
NUP85	0,889523243	0,344532072
PARD6G	1	0
SETD2	0,051856733	2,70788202
LRRCC1	0,149160403	13,28771238
GOLPH3L	0,51362816	1,412570376
CERS4	0,069414661	13,28771238
NTN4	0,183689422	1,47620393
EPG5	0,208583405	13,28771238
LRRC4C	0,513628167	1,314950557
TBC1D13	0,416786067	13,28771238
KLK14	0,416786072	13,28771238
IL36RN	0,066209283	13,28771238
UBA2	1	0
PRKAG2	0,416786076	13,28771238
NPC1L1	0,046699796	13,28771238
LCMT1	0,513628132	0,937720744
TEKT2	0,149839732	13,28771238
HIGD1A	0,135130824	13,28771238
GIT1	0,159592585	13,28771238
REXO2	0,250821773	13,28771238
GTF3C3	1	0
SPCS1	1	0
ARHGAP10	0,03311819	13,28771238
NDUFA4	0,048310792	13,28771238
CYB561D2	1	0
LEPROT	0,25082176	13,28771238
GPAA1	0,842399531	1,227915885
NDUFA2	0,07298759	13,28771238
ADCY5	0,165848489	1,461672571
CLDN1	0,024209843	13,28771238
ICAM1	0,513628186	1,087898715
SLURP2	1	0
DAO	1	0
VAV1	0,213441226	13,28771238
GPX2	1	0
ENPP1	1	0
CXCR1	1	0
CRYBB3	1	0
EVI2B	0,250821756	13,28771238
PSMB10	0,513628068	1,476120313
GRK6	0,111001977	13,28771238
XDH	0,250821761	13,28771238
RANBP2	0,581570181	0,502605774
CRISP1	0,638473521	4,425570659
TFAM	0,250821752	13,28771238
TAGLN	0,889522883	0,239614821
SCRN3	0,016298471	13,28771238
LAMTOR4	0,513628101	1,891238648
GRSF1	0,416786109	13,28771238
SEMA3B	0,111275458	13,28771238
KEAP1	0,416786048	13,28771238
CAPRIN1	0,111001973	13,28771238
FAT1	0,56698228	0,29421897
LPIN1	0,135445312	13,28771238
TNIP1	0,111001999	13,28771238
PLCL1	0,513628114	1,34433084
MAPKAPK3	0,778251813	0,639595118
HSDL1	1	0
TPRG1L	0,135397913	13,28771238
ACBD5	1	0
DCAF8	0,1043713	13,28771238
KRT15	0,159592565	13,28771238
OTUD7B	1	0
MRPL14	0,126368861	13,28771238
GDPGP1	0,582725388	0,354362036
RRM2B	0,41678613	13,28771238
LRP10	0,111001977	13,28771238
APBB1IP	0,188506208	13,28771238
PHYKPL	0,111001978	13,28771238
DDX60	1	0
CLYBL	1	0
JAGN1	0,250821762	13,28771238
COLGALT1	0,513628154	2,058862326
PCSK9	0,111001972	13,28771238
THAP4	0,41678608	13,28771238
DHX38	1	0
SYMPK	1	0
BCL2L2	0,355609427	2,526460092
ESAM	0,416786129	13,28771238
SCYL1	0,250821792	13,28771238
FGD4	1	0
VRK1	0,046699796	13,28771238
APOL2	1	0
TMEM175	1	0
NTPCR	0,250821774	13,28771238
ALG1	1	0
TMEM59	0,220406333	13,28771238
ADGRE3	1	0
MRPL4	0,416786076	13,28771238
GTPBP4	0,111001978	13,28771238
MCOLN1	1	0
RNASE7	1	0
ATG5	0,159592564	13,28771238
MRPL46	1	0
DEF6	0,41678606	13,28771238
WDR54	0,159592566	13,28771238
SIRT3	0,416786076	13,28771238
ITSN2	0,12831817	13,28771238
SLAIN2	0,513628132	0,522245865
PTGFRN	0,025748626	13,28771238
HOOK1	0,67718424	0,724236065
ACIN1	0,018414799	4,272999365
SLC6A14	0,111001999	13,28771238
SPG7	0,416786081	13,28771238
SIGLEC9	0,111302802	13,28771238
MRPS23	1	0
DAAM1	0,028488134	13,28771238
CFAP20	1	0
LASP1	0,474752776	0,067226977
KRT33A	0,07384216	13,28771238
KRT33B	0,135517018	13,28771238
KRT83	0,198838308	13,28771238
RHOD	0,842399589	0,894816552
PLD2	0,208022505	13,28771238
DENR	0,25082179	13,28771238
SPAG9	1	0
ENTPD6	1	0
STK16	0,221700242	13,28771238
BCL10	0,84239956	0,923962837
APOA2	0,159592587	13,28771238
LDHC	0,14835731	13,28771238
MSMB	0,068947875	13,28771238
ACR	0,149160403	13,28771238
F5	0,250821784	13,28771238
GP1BB	1	0
TIMP2	0,159592582	13,28771238
ABO	0,75495486	0,334925522
CDH2	0,046100686	13,28771238
POLR2E	0,513628154	1,268065953
EFNA1	0,128418769	13,28771238
RASA1	0,250821797	13,28771238
MAL	0,35212164	13,28771238
LDHA	0,082478819	0,335791062
PSMB9	0,416786076	13,28771238
SLC26A3	0,149160403	13,28771238
CD200	0,67718442	0,848181323
PIK3CB	0,250821763	13,28771238
PHKA2	0,416786048	13,28771238
RANGAP1	0,416786076	13,28771238
ENTPD1	1	0
RASSF2	0,382772826	13,28771238
SCNN1B	0,416786052	13,28771238
AGFG1	0,416786072	13,28771238
HCCS	1	0
RAB38	0,416786072	13,28771238
SESN2	0,765180262	1,114073862
GMFB	0,25082178	13,28771238
ELF3	0,250821756	13,28771238
STX5	0,416786055	13,28771238
PABPC4	0,416786022	13,28771238
BYSL	0,111001977	13,28771238
MCM6	0,416786058	13,28771238
EPHA7	0,416786067	13,28771238
FAM98B	0,416786056	13,28771238
ZFYVE26	1	0
STYK1	0,380999701	13,28771238
MYORG	0,024206144	13,28771238
LARP1	0,124733495	13,28771238
MRPL21	0,416786067	13,28771238
ATG9A	0,220602187	13,28771238
UBE3B	1	0
NOP9	1	0
OSTM1	0,111001994	13,28771238
ZDHHC21	0,159592561	13,28771238
LMO7	0,000181186	2,672729164
CCDC105	0,672972432	0,336058431
CFAP52	0,149160403	13,28771238
GHDC	0,250821755	13,28771238
GALNT16	0,220597431	13,28771238
PQLC3	0,159592584	13,28771238
GALNT6	0,250821779	13,28771238
NPEPL1	0,250821775	13,28771238
GOLGA5	0,116579747	13,28771238
LNX1	0,778944891	0,627645244
DTX3L	0,069414659	13,28771238
TRAPPC12	0,25082181	13,28771238
MRPS31	0,41678613	13,28771238
INPP5D	0,221820617	13,28771238
CLUAP1	0,069414655	13,28771238
APH1A	1	0
MISP3	1	0
CALML4	0,250821782	13,28771238
C1QTNF5	0,111001972	13,28771238
TUFT1	0,104371304	13,28771238
IL1RAP	1	0
DDX21	1	0
PDS5B	0,111001978	13,28771238
MIOS	0,513628156	2,325766619
TEX10	1	0
KLK9	1	0
SLC12A4	1	0
PPP6R1	0,857176351	1,680229094
LAMTOR2	0,616982461	0,10720779
ST14	0,111001994	13,28771238
PUS1	1	0
IGHV3-43	0,159592571	13,28771238
KRT74	0,21797097	13,28771238
SIRPB1	1	0
ITGB1BP1	0,054195247	13,28771238
PPEF1	0,14835731	13,28771238
SLC30A4	0,36829498	13,28771238
HAT1	0,416786055	13,28771238
UBE2L6	0,416786058	13,28771238
GNPAT	0,142599655	13,28771238
PPM1G	0,111001977	13,28771238
SGCE	1	0
SULT1B1	0,10437128	13,28771238
NDUFS5	0,104371291	13,28771238
B3GALNT1	1	0
RHOBTB3	1	0
F13A1	0,025442907	13,28771238
COL4A1	0,513628154	0,397919923
SLPI	0,15959257	13,28771238
PSKH1	0,416786067	13,28771238
PGAM2	0,416786076	13,28771238
ITGB4	0,842399516	0,598730587
CD36	0,139669474	13,28771238
NFKB1	0,159592569	13,28771238
BTF3	1	0
EPHA1	1	0
LYN	0,534419165	0,837238663
CDA	0,075967963	13,28771238
ADCY8	0,144654128	13,28771238
CTSO	1	0
SCNN1G	1	0
ARSD	0,026304083	13,28771238
THOP1	0,052732273	13,28771238
RRP1	0,126463622	13,28771238
PCBD1	0,76977659	0,132905609
NCALD	0,416786058	13,28771238
MAPK14	0,049185552	1,774810863
SKP1	1	0
GPLD1	0,346005294	13,28771238
EXOSC10	1	0
LIPE	0,142599655	13,28771238
KLC1	0,159592553	13,28771238
NWD1	0,032957377	13,28771238
POSTN	1	0
IZUMO4	0,14835731	13,28771238
LEXM	0,250821788	13,28771238
LGALSL	0,382772826	13,28771238
MMEL1	1	0
FGD3	0,416786072	13,28771238
ARFGEF3	0,677184462	0,678125266
RAP1GAP2	0,111460301	13,28771238
TMPRSS11A	0,780311363	0,439178002
BTN2A1	0,126528855	13,28771238
RUFY3	0,792137559	0,197143034
PARS2	0,416786084	13,28771238
NUP54	0,146189035	13,28771238
CLASP1	0,416786076	13,28771238
GALNT5	0,533909046	2,230709618
ABCA12	0,513628127	0,950141039
DTX2	0,220077863	13,28771238
PQLC1	0,958531093	0,339653704
ARFGAP1	0,15959257	13,28771238
UBA3	0,050188084	13,28771238
FAM71B	0,139669474	13,28771238
SPATA18	0,14835731	13,28771238
LRRN4	1	0
CLEC4D	1	0
LPGAT1	0,416786067	13,28771238
RYR2	0,104371294	13,28771238
SGK3	0,416786054	13,28771238
MOB3A	0,159592601	13,28771238
RMDN1	0,10437131	13,28771238
CCDC51	0,416786067	13,28771238
PRRC1	0,727209359	1,15735931
ARHGAP9	0,250821756	13,28771238
MLST8	1	0
TAPBPL	0,250821788	13,28771238
LACRT	0,107365675	13,28771238
TLNRD1	0,35560942	1,659533109
FAM83D	0,416786052	13,28771238
NT5DC2	1	0
CARS2	1	0
NOX4	0,51362809	1,740240726
KCNJ16	1	0
NECTIN3	0,250821788	13,28771238
SPHK2	0,111001994	13,28771238
OGFR	0,250821756	13,28771238
ABRACL	0,104371295	13,28771238
WARS2	0,41678608	13,28771238
PADI4	0,416786072	13,28771238
SSR3	0,416786047	13,28771238
FAF1	0,025286708	13,28771238
CNPY2	0,416786013	13,28771238
TRAPPC8	0,159592577	13,28771238
MPC1	0,159592574	13,28771238
SEC23IP	0,025263375	13,28771238
MROH6	0,933790408	0,572393584
KIF2A	0,110995089	13,28771238
IGF2BP3	1	0
PIR	1	0
BCKDK	1	0
ANKRD28	0,699095657	1,03157719
DEGS1	1	0
PAPSS1	1	0
AP5Z1	0,842399289	1,302791725
AQR	0,513628125	1,481079652
PLXNC1	0,25082181	13,28771238
NEMF	0,416786081	13,28771238
GABARAP	0,416786076	13,28771238
NUDT14	0,024206144	13,28771238
SMR3B	1	0
HBQ1	0,416786084	13,28771238
SAA2	1	0
PHKG2	0,84239934	0,634690763
TRIM21	0,512006782	0,314016402
PZP	0,842399347	0,189614932
GRN	0,085484271	13,28771238
PDHA2	0,147388395	13,28771238
LRPAP1	1	0
MAT2A	0,007669825	0,717883381
CRYBB2	1	0
MTIF2	1	0
TNFSF10	0,104371297	13,28771238
EPHB3	0,542588318	1,369226791
SNRPE	0,028416627	13,28771238
SNRPD1	0,221820617	13,28771238
ADAM8	1	0
CRADD	0,416786076	13,28771238
RPL36A	0,159592598	13,28771238
TFF2	0,416786084	13,28771238
DNM1	0,111001994	13,28771238
FAM160A1	0,129367595	13,28771238
FKBP5	0,41678606	13,28771238
DPYSL3	0,889523318	0,884271456
PGM5	0,416786067	13,28771238
TOMM34	0,416786067	13,28771238
SMU1	0,250821772	13,28771238
AP5B1	1	0
KLHL12	0,111001978	13,28771238
ESCO2	0,945155035	1,274217266
TMEM41B	1	0
YIF1B	1	0
THEMIS2	1	0
LPCAT4	0,159592536	13,28771238
PLA2G4F	1	0
LETMD1	0,416786013	13,28771238
GPR179	0,41678606	13,28771238
SPNS3	0,416786084	13,28771238
UBR3	1	0
ANKRD13D	0,111001984	13,28771238
TMTC3	0,513628048	1,712421895
NEGR1	0,416786055	13,28771238
MAT2B	0,558321786	0,384001897
LEMD2	0,416786076	13,28771238
SPPL2B	0,111001972	13,28771238
SFXN5	1	0
TRPM4	0,111001978	13,28771238
ZFAND2B	0,080118773	13,28771238
CCT6B	0,41678606	13,28771238
CASP10	0,104371296	13,28771238
REPS1	0,513628149	2,497738263
FBXO17	0,159592559	13,28771238
MIA2	0,221848728	13,28771238
SLITRK1	0,22176459	13,28771238
COPS8	0,416786047	13,28771238
BAG1	0,250821776	13,28771238
NLN	0,416786084	13,28771238
ASPSCR1	0,416786067	13,28771238
API5	0,111001994	13,28771238
RSPH6A	0,147388395	13,28771238
PPIL3	0,889523466	0,134284307
ZFYVE1	0,220718127	13,28771238
CYP4F11	0,416786047	13,28771238
PREB	0,111001977	13,28771238
ACOT13	0,159592574	13,28771238
TIMMDC1	1	0
CMTM6	1	0
TMEM14C	1	0
KLK11	0,135241167	13,28771238
DNAJB4	1	0
CD300A	0,3694186	13,28771238
PRSS50	0,147388395	13,28771238
CD207	0,416786047	13,28771238
MAGED2	1	0
MRPS17	1	0
THRAP3	0,416786072	13,28771238
TRAF6	1	0
SLC30A1	1	0
ZNF780B	0,133775535	13,28771238
IGLV3-9	1	0
IGKV1-8	0,416786056	13,28771238
KRT87P	0,205450896	13,28771238
KRT27	0,250821772	13,28771238
KRT12	0,111504043	13,28771238
CTDSP2	1	0
U2SURP	0,111001985	13,28771238
LSM1	0,416786072	13,28771238
HTRA2	0,25082181	13,28771238
GSDME	1	0
TSPAN2	0,379717606	13,28771238
CTSV	0,116579747	13,28771238
TBCA	0,25082175	13,28771238
IGLV1-40	1	0
IGLV3-25	1	0
HBZ	1	0
CYP17A1	0,513628149	1,651285998
BRAF	0,159592571	13,28771238
MPST	0,28917691	0,395257324
MGMT	1	0
NDUFB7	0,221669101	13,28771238
SLC8A1	0,110995089	13,28771238
RFC2	1	0
SAA4	0,119923711	13,28771238
ADD2	1	0
SLC16A2	0,250821749	13,28771238
ACVR1B	0,111302802	13,28771238
CDKN2C	0,026320116	13,28771238
NOP2	1	0
RPL29	0,250821778	13,28771238
SERPINB10	0,933761708	1,192640114
CASP4	0,250821778	13,28771238
RGS19	1	0
MRE11	1	0
GPR143	1	0
RAD23A	0,41678605	13,28771238
CDH6	1	0
CLDN8	1	0
KRTDAP	0,203221207	13,28771238
UFM1	0,214484704	13,28771238
PIP4K2B	0,250821821	13,28771238
SRSF2	0,513628156	2,325766619
UBE3A	0,513628132	2,379715325
DMTN	1	0
TFCP2	1	0
SRSF6	0,513628081	2,313600221
IRF3	0,250821762	13,28771238
NAA25	0,250821775	13,28771238
PDK1	0,416786143	13,28771238
PTPN14	0,159592563	13,28771238
TAB1	0,416786055	13,28771238
BAK1	1	0
SRSF7	1	0
AOC3	0,361299336	13,28771238
MST1L	0,513628175	2,156159527
TBC1D10B	0,416786067	13,28771238
IQSEC2	0,111001985	13,28771238
FOCAD	0,416786072	13,28771238
ALS2CL	0,416786037	13,28771238
MAP1S	1	0
NAPEPLD	1	0
MFSD5	0,218384782	13,28771238
TAPT1	1	0
DRAM2	1	0
B3GNT9	0,513628099	1,425582757
LIPI	0,142599655	13,28771238
MAVS	0,111029058	13,28771238
ABI3BP	0,250821784	13,28771238
AMIGO2	0,104371292	13,28771238
TBC1D1	1	0
HOOK3	1	0
COMMD7	1	0
DDX42	0,250821762	13,28771238
ECHDC2	1	0
RHOT2	0,250821788	13,28771238
ADGRF5	0,127911264	13,28771238
GUF1	1	0
MMGT1	1	0
KRTCAP2	0,416786073	13,28771238
ANKRD44	0,052963777	13,28771238
PMFBP1	0,526238312	1,903132469
BRIX1	1	0
ACTRT2	0,146189035	13,28771238
PRPF31	1	0
IRGQ	0,111460301	13,28771238
NMD3	1	0
SPACA9	0,135066765	13,28771238
KIF1BP	0,20133494	13,28771238
DOCK6	0,250821772	13,28771238
PGAM5	1	0
COG3	0,15959257	13,28771238
RNF170	0,376526474	13,28771238
RBP7	0,209472602	13,28771238
P2RY13	1	0
TREX2	0,221814732	13,28771238
TMEM70	0,15959258	13,28771238
MYH14	0,078187878	0,78882385
WDR18	0,416786018	13,28771238
GNL3	1	0
TPPP3	1	0
TBL1XR1	0,416786072	13,28771238
SEMA4A	0,250821779	13,28771238
PICK1	1	0
CDC42SE2	0,339654797	13,28771238
AKAP7	0,119923711	13,28771238
CAMSAP3	0,13433926	13,28771238
BCAP29	0,416786052	13,28771238
PUF60	1	0
MYO1B	0,104253046	0,423745963
PPIL1	0,250821776	13,28771238
NOC2L	0,513628143	0,982056001
ATP6V0A2	1	0
PHLDA3	0,379717606	13,28771238
IER3IP1	0,15959258	13,28771238
IRAK3	1	0
RFNG	0,111001972	13,28771238
AUP1	0,416786097	13,28771238
IGHV2-26	1	0
IGKV6-21	0,416786054	13,28771238
SBNO1	1	0
SPATA48	0,566107653	2,50266951
KRT34	0,416786097	13,28771238
PIK3R2	1	0
CASK	1	0
AGPAT2	0,250821756	13,28771238
DHX16	0,25082181	13,28771238
RAB11FIP3	1	0
SPAG6	0,605253113	3,355806032
B3GAT3	1	0
AGFG2	0,250821821	13,28771238
NDUFC2	1	0
FARS2	0,111001994	13,28771238
RECK	1	0
CHEK2	0,416786073	13,28771238
IGHV1-69	1	0
MYO1C	0,033897758	13,28771238
IGHV4-34	1	0
GP1BA	1	0
IGF1R	1	0
MYO5B	0,001616423	2,484882558
PI3	0,209472602	13,28771238
EIF4B	1	0
POLR2A	0,148937194	13,28771238
APOBEC3A	0,111001999	13,28771238
THBS2	0,144654128	13,28771238
CFHR2	0,381367707	13,28771238
RFC3	1	0
MAGEA4	0,111001977	13,28771238
GLIPR1	1	0
CLCN6	0,588225344	0,062279256
MSH6	0,217933918	13,28771238
DEFB1	0,250821762	13,28771238
PPP4C	0,159592579	13,28771238
NAGK	0,111001978	13,28771238
NDRG2	0,049537374	0,964933573
ROR1	1	0
SRSF1	1	0
PUDP	0,416786067	13,28771238
SLFN5	1	0
CBX3	0,416786072	13,28771238
STARD3	1	0
ODF1	0,605030143	0,069372286
SF3A2	0,842399655	0,494537163
GLE1	1	0
MIA3	1	0
FAM102A	0,355609398	1,714518699
GPR107	0,416786047	13,28771238
CYB5R2	0,889523508	0,66539409
LAIR1	1	0
ELP2	0,513628077	2,173430329
RINT1	0,416786018	13,28771238
SLC30A9	1	0
THSD4	0,250821789	13,28771238
MBOAT1	0,111001972	13,28771238
RAPH1	0,159592594	13,28771238
STRADA	0,139669474	13,28771238
NPHP3	0,513628158	1,123786239
SETD3	0,416786058	13,28771238
THOC6	1	0
SPNS2	1	0
BBS7	0,513628086	1,354362035
DNAJC10	0,111001977	13,28771238
LILRA2	0,111001994	13,28771238
C4orf33	1	0
BBS5	1	0
COMMD1	0,513628134	2,408640777
C7orf31	0,144654128	13,28771238
SMRP1	0,144654128	13,28771238
RTL9	1	0
STXBP6	0,416786084	13,28771238
AKR7L	1	0
CDS1	0,111001999	13,28771238
PEX13	1	0
HIST1H2BA	0,139669474	13,28771238
FBXL8	0,217751409	13,28771238
FOXRED1	0,513628101	1,879669836
MSI2	0,416786067	13,28771238
SNRNP40	1	0
DAZAP1	0,15362374	2,301051165
PHYHIPL	1	0
CERS2	1	0
VPS50	0,104371289	13,28771238
COG8	1	0
GUCD1	0,111001984	13,28771238
PASK	0,024206143	13,28771238
CRBN	0,111504043	13,28771238
COQ7	0,134920011	13,28771238
GRWD1	1	0
HGH1	1	0
DNAI2	0,144654128	13,28771238
FAM49A	0,250821788	13,28771238
ADNP	1	0
RWDD1	0,416786067	13,28771238
GAREM1	0,250821792	13,28771238
CLN6	1	0
COMMD8	0,416786109	13,28771238
SIDT1	0,41678605	13,28771238
ORMDL1	0,250821807	13,28771238
STARD9	1	0
SAE1	0,111001973	13,28771238
BIN2	0,206780762	13,28771238
MTFP1	1	0
ARMCX3	1	0
BAZ1B	0,372812502	13,28771238
GNPTG	0,558047405	2,969173456
MUC12	1	0
G3BP2	1	0
TRIM33	1	0
KIAA1107	0,416786018	13,28771238
MRPS28	0,416786067	13,28771238
MRPS7	0,416786076	13,28771238
KCTD3	0,212196164	13,28771238
NME7	0,144654128	13,28771238
RBM8A	1	0
UNC119B	1	0
BTBD11	0,250821789	13,28771238
