GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
GLG1	-3.327910988	0.164595405			
RAB29	-1.41849589	0.429065004			
SLC22A2	1.638963449	0.226980385			
EFEMP2	-2.844812021	0.854269708			
CMAS	1.074795272	0.685040277			
SLC22A13	1.043375842	0.80392381			
PLA2G4D	-1.118679816	0.648289323			
PLA2G15	-10000	0.000306999			
VPS29	-2.382286694	0.012078956			
C11orf52	-2.263115697	0.235426664			
S100A16	1.04485985	0.748034027			
TYMP	-1.05976859	0.540810529			
NIT1	1.424420772	0.211548253			
"=""IGKV2-28"	-1.408035059	0.450611831			
CSTA	1.385460736	0.178237164			
CD81	-4.052991943	1.27E-07			
RPS16	-1.984310791	0.012166535			
IVL	-1.500739604	0.051853418			
SLC17A3	1.266793953	0.788871728			
"=""DEFA3"	-10000	1.52E-17			
MGAT5	-2.843218395	0.031027924			
CBR3	1.119148131	0.364116072			
BCKDHA	1.98264003	0.198492502			
YWHAH	1.076091153	0.981257095			
STRADB	-1.044764906	0.384072973			
PSMD1	-2.854986381	0.002999735			
EIF3E	-1.317942104	0.145702388			
TBC1D10A	-2.381229021	0.005547104			
ALAD	1.098640334	0.922073714			
TGFBR3	-2.892662674	0.027327358			
STAMBP	-2.290142552	0.001280174			
EPB42	-1.107255952	0.466397517			
HLA-DRB1	5.083571746	0.022730538			
UGGT1	-1.1051789	0.553034148			
ANG	-11.82859342	7.13E-07			
LASP1	-2.281646372	0.011532764			
LYPLA1	-1.059846907	0.806058663			
UCHL3	1.507126334	0.482116639			
MAP2K2	-3.663565728	0.000264011			
ZDHHC1	-1.13833545	0.768299004			
HK3	-1.478303696	0.815853395			
TGM3	4.729552423	0.093663177			
MAPK3	-1.046333112	0.974657756			
CSNK2A1	-1.588613313	0.128893532			
SDHB	3.103366265	0.001181451			
ALDH1B1	1.364045285	0.904281007			
PIP	-2.766515482	0.078040512			
RPL11	-1.351829536	0.239160523			
MT-ATP6	1.643103662	0.004184118			
ACOT1	1.263123767	0.874848982			
S100A14	1.155877683	0.34313155			
"=""NAT8"	-1.640643674	0.008690005			
ERP44	-1.994532246	0.015228629			
AFG3L2	1.064653554	0.934675376			
TSPAN6	-15.39927362	6.90E-08			
LETM1	-1.070918838	0.841246922			
PLOD3	-5.354340157	0.101833945			
"=""AK1"	-1.017602106	0.645798277			
"=""UBE2N"	-3.682348245	0.000431459			
PICALM	1.007679327	0.884076873			
RPS7	-1.303846837	0.141840099			
SLC15A2	-1.517470529	0.583015579			
UNC45A	-2.344653424	0.039993229			
SPAST	2.2057452	0.303355218			
SLC25A10	1.931216904	0.013328748			
ENOSF1	-45.16409176	4.44E-06			
SLC31A1	1.070597743	0.955829264			
GART	-5.624882444	3.99E-05			
MARS	-4.376877702	0.000220935			
RPL18A	-1.824288256	0.012057224			
COL6A3	1.467799915	0.354451118			
DDX17	-1.40322945	0.136048224			
AIMP2	1.359837959	0.334957961			
AP2M1	-5.109909607	1.84E-05			
BTD	-26.07954792	0.006561529			
HAGH	1.343150325	0.373207612			
DNPH1	1.434353916	0.694481289			
NUTF2	-10000	3.06E-09			
PSMB1	1.797594836	0.015809905			
SCRN1	-6.68388779	4.41E-05			
DCTN1	-1.682827915	0.192873254			
ASNA1	1.533524082	0.144369488			
RTN3	-1.092758187	0.308252196			
FERMT3	1.599541708	0.961460107			
WARS	-2.72069803	0.002169936			
"=""LRBA"	-5.359179027	0.012366577			
"=""KCTD12"	-1.058768609	0.536316441			
NDRG2	-1.678831591	0.049205146			
ALOX15B	-1.922282661	0.078998935			
LANCL1	-1.950069696	0.072797687			
BDH1	1.417195915	0.214350733			
EIF3F	1.305694287	0.586796359			
HSPA4L	1.21278053	0.422911493			
RAB3B	-10000	5.66E-05			
PAK4	-1.272173287	0.105195966			
CLN3	-1.512425692	0.065444079			
NT5C	-1.848696208	0.080348736			
GPX4	-2.687225581	0.010573876			
PDZK1IP1	-1.579828931	0.230611214			
ARSB	-1.681802979	0.058039223			
"=""EIF3C"	-2.613052806	0.003510409			
"=""PGA3"	-13.94723433	5.35E-05			
CDK5	-1.065971379	0.325941608			
MVK	-1.715053382	0.024883582			
FAM213A	2.280992835	0.000472942			
RHOF	-2.021594465	0.090877876			
MYO7B	-5.675106498	0.181269771			
RAB12	-1.233715285	0.869129195			
EXOC4	-2.592329034	0.054676068			
SMO	-2.179750665	0.000479171			
CPPED1	-1.186591156	0.435741291			
PRG2	-1.840428162	0.002186023			
TMED9	2.097271693	0.023035036			
PAPPA2	-3.696364295	0.342070184			
SEC23B	-2.158954687	0.022083404			
SMPD1	-2.408375549	0.449101619			
RUVBL1	-3.387361219	0.008010603			
KRT20	-1.315368921	0.155799679			
SFPQ	-1.374420561	0.229645757			
"=""RPL10"	-1.679333419	0.053754857			
CAB39L	-2.329148511	0.011449184			
MOB1A	2.018860912	0.018141848			
IPO7	-1.029940689	0.695436497			
NAGA	-8.553252521	4.58E-05			
HMGCL	-2.612646978	0.011509046			
PTPN11	1.101964213	0.751726692			
"=""CORO1C"	-1.156062512	0.6360925			
STT3A	1.382663533	0.138482263			
SLC9A3	-1.111237482	0.588782289			
UFL1	-1.679228815	0.365785372			
NT5E	-13.12427135	0.001072467			
PIP4K2C	-1.010391672	0.978241272			
SSH3	-2.619972694	0.011423564			
IL1RN	-1.296552576	0.466275965			
PSMB5	1.963524706	0.015522512			
"=""SIRPA"	-1.065474819	0.210889419			
CYB5A	-1.620919955	0.130660819			
RPL9	1.119732025	0.306500358			
PRKAA1	-1.177362873	0.096746144			
LAMTOR1	-1.824351708	0.09839059			
PRPS2	-1.146389994	0.93173919			
PSMA4	-1.121298486	0.463786904			
RBP5	-2.378909766	0.034818476			
EDIL3	-2.287216468	0.005703525			
GPX1	1.165261962	0.640351449			
HIBADH	2.753667408	0.296687573			
RAB22A	1.088585764	0.859499762			
OSBP	-2.806296652	0.013984851			
ACY3	3.023737695	0.004090367			
RRAGC	-1.988860916	0.032847746			
ECH1	1.874936081	0.085591357			
SLC22A4	1.349508096	0.379683158			
TUBB6	2.822626869	0.006359704			
RTCA	-1.070561448	0.528680271			
HGS	-1.771471686	0.069068487			
SLC34A1	-1.031215796	0.825440832			
RPL18	1.11287235	0.976447445			
PKD2	1.606839981	0.51379297			
ZMPSTE24	-3.023049344	0.000507907			
DCTN2	-2.613648079	0.004352739			
BLMH	1.107697305	0.642078543			
RUVBL2	-1.101114932	0.238097483			
VPS37C	1.314903316	0.283365614			
EIF5	-1.460094712	0.102508487			
FN3K	-1.651535948	0.215349635			
SCP2	-2.280696145	0.261269384			
"=""ACSM2A"	-2.582053434	0.002672772			
LARS	-1.437629376	0.230561513			
CALML3	-1.522574486	0.269869139			
HOXA7	1.53089607	0.041419342			
PGM3	-2.398345273	0.022420203			
TPMT	-1.444099751	0.731901196			
CHMP4A	1.436213746	0.442175151			
SYNCRIP	-1.018106701	0.567176508			
RAB13	-1.422328555	0.685480945			
ATP12A	-4.010698223	0.029264284			
"=""IGKV3-15"	1.262384429	0.420261665			
DDX1	-2.123692566	0.054069733			
MYOC	-3.24402344	0.015061224			
FARSB	-1.348662996	0.13280753			
RNF13	-2.019066931	0.10821967			
ARL6IP5	3.918085092	1.83E-06			
TFRC	1.28074867	0.610060778			
ACSS1	1.053557178	0.854214087			
ADAM10	-1.585728418	0.517791811			
"=""CSK"	-1.033234921	0.628962158			
RAP1B	-1.743433507	0.241127473			
KATNAL2	-1.40818353	0.329502232			
RAB8B	1.952244598	0.014782798			
PRKCZ	-2.356132458	0.004313933			
TXNL1	-1.045987431	0.516638648			
SLC22A5	1.840927565	0.820101102			
CYBRD1	1.284173102	0.360877046			
CYFIP2	-5.900986384	0.002798746			
CPNE2	5.929718981	0.066422374			
APP	-7.88755104	0.00383559			
CPXM2	-2.354608022	0.092811767			
ERGIC1	1.336154697	0.163348074			
HACD3	4.236649919	0.000211662			
SLC12A6	-1.562660869	0.296661109			
SNX4	1.275968233	0.784690704			
CKMT1A	-1.808792104	0.07379629			
FBLN5	-10000	0.002742959			
SLC27A2	-1.894332202	0.006098487			
SEC31A	-3.5457978	0.01678524			
TRIM25	-2.162056656	0.020001098			
EBP	2.754184062	0.000136157			
PERP	-1.159882099	0.600118972			
SAMHD1	-1.294747243	0.393668759			
ETF1	-1.238042074	0.31191016			
"=""CLCN5"	-2.878048954	0.035240765			
TNFAIP2	2.163774035	0.005748559			
HDAC6	1.071493734	0.652940918			
KMO	-7.55498551	0.000650688			
TLR3	-2.833601324	0.027465687			
LYPLA2	1.051708016	0.945036697			
LYZ	1.443629177	0.140188881			
CILP2	-10.40774453	0.064584733			
ROBO4	-1.397413653	0.94057655			
"=""MYL12A"	-1.530504333	0.082901668			
PAFAH1B3	2.46593278	0.000578704			
NAPG	-1.031372981	0.294110215			
EIF4G1	-1.114729656	0.654645566			
OSTF1	1.824616486	0.01958906			
COL4A2	2.222362324	0.209955217			
CPT1A	-3.294695359	0.119223426			
SPPL2A	-35.13171617	7.45E-10			
"=""TUBA1B"	-10000	7.10E-15			
COTL1	-24.64150343	5.00E-06			
SPARCL1	-17.87296552	0.077579772			
TMEM205	2.412460857	0.00731645			
SFRP1	-21.84272928	2.52E-05			
CRK	1.033798328	0.676664257			
SLC12A9	2.242455137	0.156300565			
SNX5	-1.630158429	0.109370948			
PITPNA	1.035571434	0.970608583			
EXOC5	-2.084399163	0.037615007			
"=""PFKFB2"	-2.179025135	0.20539222			
PSMB4	2.435894	0.003734054			
TMEM33	1.444502877	0.213945026			
STT3B	1.653258166	0.879542833			
RDH12	1.080003137	0.880906825			
CCNY	1.370908752	0.063430435			
ARSE	-8.849412256	0.000157512			
ITLN1	-2.267794645	0.020488422			
STOML2	2.646154276	0.0358718			
GAPDHS	9.715793965	5.60E-07			
TOMM70	-1.003516266	0.962519706			
PKN2	-1.552717191	0.189732268			
SH3GLB2	-1.039110594	0.281949398			
GMPPB	-1.364036591	0.526688083			
ATP8B1	-2.727835253	0.132816902			
HMOX2	1.955157346	0.063824284			
RPL5	-3.100345292	0.002058264			
FMO1	1.457113534	0.022691826			
TLDC1	-1.050959858	0.564154099			
BZW1	-2.890060238	0.014715135			
HMOX1	1.069595948	0.529671723			
EIF4A2	-1.352115651	0.136827413			
PCOLCE	-5.747499453	0.005238097			
KLC4	-3.584878942	0.03276715			
MUT	-1.818150323	0.188472588			
DNAJB1	-1.229971154	0.330012839			
"=""S100A7"	4.586878552	0.000937332			
HSPH1	-4.654160347	9.60E-05			
ACTBL2	1.438415876	0.116686094			
KARS	1.000651852	0.946557811			
SARS	-2.916808209	0.009199719			
STXBP4	-3.521375213	0.019012882			
KRT31	1.539997113	0.25995099			
IPO5	-7.784387687	0.003053966			
CSPG4	-4.208702707	0.239078329			
GMDS	-6.213976979	0.000459582			
SLC2A2	5.912558873	0.025975382			
SLC2A3	5.36233618	0.157856514			
ACOT11	-2.03014179	0.015510318			
AP3B1	-2.6236006	0.011073596			
"=""HPCAL1"	1.008401511	0.988876554			
VAPA	2.012896802	0.224376197			
FLG2	5.69099569	0.019802629			
NPC1	1.563617041	0.024814823			
C1QC	11.29902566	0.007774139			
FDXR	-2.051542088	0.161863245			
MAN1C1	-3.384578324	0.034749927			
CPE	-10000	8.25E-05			
NUMA1	2.387200439	0.00021558			
"=""PCBP2"	-1.457512766	0.130276434			
SERINC1	-1.767287477	0.080977246			
GNG12	-1.347014147	0.996868483			
MIF	-6.583244113	7.47E-07			
RPS18	-1.391308838	0.113661609			
PMVK	1.52069863	0.22115519			
MX1	1.674126627	0.429839			
LRRC47	-1.346216203	0.140305341			
CLEC3B	-1.991963534	0.03708976			
SLC11A2	-3.851619763	0.002430724			
DPYSL2	-2.869889745	0.073181783			
MGST1	-1.902249993	0.026026403			
TCN2	-1.991054629	0.149654674			
CRIP2	1.179291612	0.22539941			
WASHC5	1.033779679	0.763064333			
"=""ABI1"	-1.530299955	0.256069043			
CCM2	-4.042263985	0.000108561			
C1R	1.200665057	0.449564211			
HLA-DMB	-2.242406837	0.234138091			
GLA	-1.967579602	0.324309737			
TPP2	-2.290201878	0.146598713			
VWA1	-4.864935806	0.181214155			
DHRS7	2.021100223	0.177569809			
NDUFB9	1.011898246	0.935733037			
SURF4	-1.962037013	0.043499068			
JCHAIN	-1.815751115	0.543394172			
HNRNPL	-1.55719749	0.097479986			
KIF3A	-1.364505587	0.261028888			
GGACT	-23.6754181	1.27E-05			
ABCC4	-2.465765738	0.514740199			
"=""VIM"	-2.587353271	0.052635811			
RPS13	-1.801621434	0.016614525			
FERMT2	1.21176381	0.85068082			
ARL8B	1.212813404	0.705119046			
ACSL3	-3.819041019	0.068058754			
RNASE4	-3.522202635	0.001711837			
COPS4	-1.34147907	0.453894828			
PARP4	-1.169919254	0.426165904			
AP3D1	-4.362673657	0.002063981			
TUBB8	-10000	3.45E-11			
HTRA1	-1.041525798	0.680753154			
EPX	1.245259412	0.304966877			
"=""KDELR2"	-1.757764478	0.460098561			
STK11	-2.845819581	0.000287258			
PPCS	1.099578169	0.477591314			
FAM83H	1.513567738	0.276800999			
RAB17	3.130604702	0.001022099			
SUN2	-1.547017134	0.395647756			
PGRMC2	1.71785626	0.068650218			
PLIN3	-1.616060978	0.694870906			
GSTM2	-1.407441491	0.357000561			
SCFD1	1.258777435	0.93763178			
AGL	-7.909212213	0.000491792			
GGT6	-2.193813144	0.132464528			
CSNK1G3	-1.786787232	0.104584276			
PHYHD1	1.060315334	0.643723899			
ABHD11	2.132252813	0.035373076			
RARRES2	-5.514605411	0.000855357			
NSDHL	2.994989039	0.012185747			
"=""IGKV3-11"	-1.283927522	0.560402347			
HLA-DRB1	2.893564331	0.14516182			
SPRYD4	-1.725649898	0.281063181			
C2	-10.07602425	0.140192522			
CD82	-2.415641015	0.012242045			
PPT1	1.275922592	0.701873698			
LUM	-6.50386996	0.006667874			
NLRX1	-1.465799329	0.233344904			
MAPK14	1.01445805	0.924070627			
IGSF8	-1.773399697	0.091559164			
DUSP3	-2.944209221	0.005699006			
SH3BP4	-3.275547101	0.002510187			
C1QB	12.53145588	0.465006128			
"=""GCLC"	-3.737031817	0.001192914			
PSMB2	3.004046812	0.006382378			
MARC2	-1.225108739	0.3208756			
SAR1A	1.360492626	0.356742063			
RAP2C	-1.538163331	0.12602059			
PSMB3	1.655897219	0.193040408			
FAT4	-12.94716333	0.027618739			
SNF8	2.007820507	0.061334937			
PLPBP	2.111936836	0.033114387			
TRIM23	1.104654088	0.836496769			
GLMP	-38.91163268	2.87E-09			
GSDMA	5.410359932	0.70630934			
TRPV5	1.126899428	0.684671638			
LAMA5	-10000	0.001508132			
CYBA	1.373564512	0.91146954			
CHP1	2.176522008	0.021559859			
ETHE1	1.764768673	0.071500219			
GPC1	-1.689843259	0.594645292			
DPT	-3.437920777	0.037829542			
ARMC9	-1.058234717	0.455702049			
PSMD14	1.835836464	0.035386484			
KIFAP3	-1.48422463	0.248811048			
SORT1	-1.202654643	0.53304268			
APPL1	-2.322686483	0.003859596			
"=""PRSS2"	2.099036236	0.001883056			
SLC15A1	-5.353574918	0.083125257			
PRKAB1	1.56643972	0.138061545			
SPR	-1.68613928	0.26231291			
SMIM5	-1.10967285	0.864792785			
MYADM	4.852593997	0.311459004			
GPX3	-3.231789634	0.024133013			
ALDH1A3	-39.16606125	4.27E-05			
SEMA5A	-7.002327463	0.000269637			
MOGS	1.758381517	0.455488197			
OAF	-1.629379493	0.516289415			
SLC35F6	-1.191621037	0.680671851			
IDE	-1.235473991	0.55797488			
IGKV1-6	1.29402219	0.733830441			
PCMT1	1.647411453	0.236117115			
"=""HPRT1"	1.275396733	0.827854868			
EXOC2	-1.788562653	0.302474964			
SPNS1	2.368227031	0.040201259			
FABP3	-1.913667307	0.052756943			
GYS1	-1.427687572	0.506218001			
PAK2	1.110587993	0.073268734			
EFR3A	-3.734761688	0.002319007			
MLEC	3.503268148	0.013183468			
F11R	1.903246384	0.677974571			
SYT7	-17.89185227	0.001659678			
CD38	-10000	3.99E-05			
FNBP1L	-1.65373794	0.216065295			
SDR9C7	1.380788835	0.352889892			
TM9SF3	-2.066375962	0.01695767			
ARL15	-2.429119718	0.049621693			
INHBE	-2.391945886	0.02916033			
SLC26A11	-1.194903934	0.945974867			
NDUFB10	1.697354594	0.280391638			
NQO2	1.204576332	0.104484874			
TRIM28	-3.890344995	0.128476802			
PLBD1	1.422996421	0.456530238			
NECTIN2	-1.637237091	0.168634148			
DIAPH2	-1.755120978	0.08030563			
ITGA2	3.156294468	0.034920706			
FBLN1	-1.132970942	0.054277911			
PLP2	3.531639392	1.24E-07			
ILF2	-1.843966504	0.200289648			
GSPT1	-1.709044398	0.101456646			
NONO	-1.325162474	0.392139173			
CNN3	1.864605545	0.459535838			
DNM1L	-2.664058084	0.008903005			
LRP5	-1.598840376	0.005394122			
TSN	1.75899005	0.153740865			
GALNT18	-3.228198252	0.009307909			
"=""SLC6A8"	2.950616831	0.641731462			
CAMP	-1.007637841	0.92240374			
ATP8A1	3.214132594	0.083327818			
"=""DDT"	-6.566597416	0.000324238			
RPL10A	-1.060168475	0.992354855			
GAMT	-2.879445638	0.12431894			
VMO1	-2.308130343	0.374352845			
ERLIN1	1.683966115	0.144778828			
ACSM3	-2.507013697	0.077461653			
TWF2	-3.09265313	0.004798779			
"=""TMED7"	1.008264675	0.943223504			
FSCN1	-1.651585086	0.167449917			
ACSL5	-1.758356054	0.359338064			
RPL14	-1.804500493	0.057626136			
SORL1	-1.065534802	0.899481347			
MVB12B	2.423187148	0.83076001			
PLSCR4	1.074258445	0.759563757			
STXBP3	-1.103893984	0.077035048			
PAICS	1.278839329	0.386901259			
"=""GBP1"	-1.32149446	0.452676023			
RPS11	-5.606064626	0.002289262			
CYP4F3	1.385030645	0.716072794			
PSAP	-4.578163655	3.02E-07			
CDC37	1.711045033	0.196366971			
EXOC3	-3.32711793	0.132663099			
APOC3	-2.525819406	0.017759124			
MNDA	-4.2620135	0.000232865			
"=""RPS10"	1.902211256	0.030502217			
PLOD1	-5.75484914	0.02709506			
DYNC1I2	-2.465155041	0.076720502			
PPA2	1.617154735	0.455397803			
AK3	1.527374802	0.349398926			
STRAP	-1.550625723	0.221653113			
"=""RHPN2"	-4.249889557	0.018077709			
GMPPA	-2.993513971	0.010744212			
MPI	-5.608430511	0.006235889			
NBEAL2	-1.839569766	0.144625828			
DIRC2	2.032070553	0.398787585			
ENPP4	-2.963870874	0.011006074			
SERPINB2	1.001925468	0.950674729			
DYNLL1	-3.377496151	0.00361535			
PTGR2	-2.782643785	0.076961278			
ABCC2	-1.651842901	0.71890781			
MMP7	-2.906465176	0.027205208			
CD44	-2.301448322	0.030364698			
SERPINH1	3.754071469	0.094498154			
TXNRD1	-15.90542941	6.04E-05			
ALPI	2.77531452	0.165570856			
HLA-DRB1	-4.597587602	0.442862577			
UPP1	1.058237697	0.451382566			
KRT3	2.955861505	0.053885863			
FECH	1.21022412	0.785489237			
RPL21	-1.640645799	0.153882456			
EFNB1	-13.84422146	2.12E-05			
CNTN1	-7.68682625	0.146550933			
YKT6	1.111838392	0.758940101			
TXN	-3.601604297	0.01339052			
TARDBP	-1.336917619	0.336919417			
"=""GSTA1"	-1.175663581	0.375310375			
SPRR1A	-10000	1.31E-08			
CRKL	-1.31189795	0.183573017			
AFDN	1.064544489	0.673276353			
PTK6	-1.102047254	0.424932314			
EIF3M	-1.308445557	0.354258984			
RPS6KA3	-4.662629006	0.001076276			
HNRNPH2	1.84196906	0.074251457			
RNF213	-4.7100872	0.081753606			
"=""ATP6V1G1"	-1.229321851	0.731149904			
STIP1	-5.091403289	0.001359027			
RPS5	-1.762246243	0.048591581			
RPL7A	-2.875679637	0.003655725			
TMED2	1.866628502	0.18095603			
"=""PRKAR1A"	-1.274452297	0.40003393			
NQO1	-1.025527611	0.669691049			
FBLN1	1.212059415	0.63757011			
TM9SF2	-1.305339211	0.176263068			
CTDSP1	1.200844655	0.874226158			
RTN4	1.175483284	0.356702671			
ENOPH1	-2.939600736	0.031103261			
IDH3B	1.019663933	0.879876786			
HLA-C	2.321195528	0.066537412			
ABHD12	1.195731042	0.909012596			
MINDY1	-3.464986829	0.000714894			
NDUFS8	2.291747105	0.013391151			
TSPO	-2.769793074	0.001316852			
PRKCI	-5.548871781	2.01E-05			
CTBS	-10000	0.004704958			
SUCNR1	1.062074866	0.802092343			
KRT85	1.648224937	0.734624989			
"=""RPL13A"	-1.384394852	0.150403318			
WASHC4	-1.954854812	0.158611997			
USP7	-1.159897701	0.709131477			
DIP2B	-2.781458996	0.578148559			
MIOX	-1.097971048	0.821637548			
C1S	-4.937778909	0.12952582			
NAP1L4	1.384326823	0.553296384			
HDHD2	-1.039687463	0.928729596			
ACAD9	-1.447495883	0.378101406			
DHX15	-1.668974225	0.346469913			
XYLB	-1.90560264	0.378960959			
PON1	3.770714343	0.594920461			
SEC24C	-1.750744932	0.235782825			
RPS15A	-1.514415802	0.066912808			
MUC4	-3.256948468	0.087237702			
CNFN	-10000	2.03E-10			
B3GNT2	-1.525581509	0.687052388			
PIPOX	2.224132859	0.964236733			
SGPL1	-1.527312777	0.248771767			
NPM1	1.220029906	0.861826833			
ALOX5	-1.236091847	0.875248082			
PRKACB	1.754899863	0.083875519			
TAP1	-1.00165009	0.075918437			
HNRNPD	-1.534185918	0.14808648			
RAB11FIP5	-1.276950964	0.942737696			
UPK1B	-3.515348778	0.010274745			
DMD	-1.127655677	0.795483635			
PPIC	-1.576040929	0.245595877			
SNX1	-1.06664801	0.548101318			
CYP4F22	1.134309313	0.602179654			
PLLP	1.907275805	0.016876749			
NCF1	-1.044246488	0.676925878			
SSR4	-1.023013469	0.452403693			
LRRC57	1.262736558	0.857374701			
PRSS23	-5.94793555	0.025656525			
SSR1	2.960664541	0.00094091			
"=""DYRK2"	1.066918113	0.698628605			
STUB1	1.317065676	0.212789895			
KIF3B	-1.157757197	0.532725386			
ATP5L	-2.868453228	0.198245504			
CRYAA	-1.309103357	0.217937295			
RAB3A	-3.382702401	0.056829671			
MTOR	-1.635525473	0.352087758			
S100A10	-6.189278701	0.035125099			
UNC13D	-1.233281016	0.995167331			
AP1M1	-4.386709188	0.002448702			
LMBRD1	-2.867557964	0.030205215			
EIF3D	-1.00487755	0.848159303			
SPP1	1.252510651	0.492591697			
LMNB1	1.818020532	0.86149877			
EEF1B2	1.7314283	0.435381048			
RAP1GDS1	-4.363715113	0.006164753			
PPP2R5A	1.222242804	0.535875574			
SLC1A5	1.427354416	0.682985133			
DARS2	-4.302093945	0.037942227			
BPHL	2.18860411	0.134628865			
ACSS3	-1.043694743	0.773076644			
CSRP1	-4.444166518	0.005518903			
"=""ECHDC3"	1.072317759	0.791642187			
CDK5RAP2	2.394856039	0.000286917			
SYNGR2	1.354675645	0.573973474			
LRRC15	-2.942563436	0.174169128			
EFHD1	1.004228982	0.878444195			
MT-CO1	-1.021656424	0.560429981			
IGLV1-47	1.165342272	0.167920337			
IST1	17.10397791	0.000100298			
GALK2	-2.772819226	0.011952986			
CD47	-4.235157471	0.00026215			
TTC22	1.501190534	0.911917731			
KLK12	-1.189383471	0.325254916			
CDH1	-3.547849536	0.00954283			
MFAP4	1.554218447	0.073571778			
CES2	1.347621612	0.562722116			
AP2A1	-2.884413646	0.030648988			
PEX11B	-1.54875539	0.703503047			
DNM2	2.923423938	1.64E-05			
ILK	-1.017411003	0.476970494			
SLC15A4	1.149781712	0.384255148			
IGKV1-27	-10000	0.387425481			
REG1A	-10000	0.053463561			
SHMT2	-2.373100449	0.102156445			
